I.I;;
XIII.2.75;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XIII.2.76;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XIII.2.77;Parafusos para flanges PN 16 d=16mm, L=80mm;un
XIII.2.78;Parafusos para flanges PN 16 d=20mm, L=90mm;un
XIII.2.79;Arruelas de borracha para flanges PN 10 DN 100;un
XIII.2.80;Extremidade ponta flange e aba de vedação FoFo PN 10 DN 250;un
XIII.2.81;Extremidade com ponta flange FºFº PN 10 DN 150;un
XIII.2.82;Redução concêntrica com flanges FoFo PN 10 DN 200 x 100;un
XIII.2.83;Tê com flanges FoFo PN 10 DN 250;un
XIII.2.84;Toco com flanges FoFo PN 10 DN 100 L= 0,25m;un
XIII.2.85;Toco com flanges FºFº PN 16 DN 200 L= 0,50m;un
XIII.2.86;Toco com flanges FoFo PN 10 DN 250 L= 0,50m;un
XIII.2.87;Tubo ponta flange FºFº PN 10 DN 200 L= 1,65m;un
XIII.2.88;Tubo ponta flange FoFo PN 10 DN 150 L= 0,60m;un
XIII.2.89;Tubo ponta flange FoFo PN 10 DN 200 L= 0,80m;un
XIII.2.90;Tubo com ponta e flange FºFº PN 10 DN 250 L= 0,80m;un
XIII.2.91;Tubo com flanges FºFº PN 10 DN 200 L= 1,70m;un
XIII.2.92;Tubo com flanges FoFo PN 10 DN 250 L= 1,70m;un
XIII.2.93;Tubo com flanges FoFo PN 10 DN 200 L= 1,50m;un
XIII.2.94;Tubo com flanges FºFº PN 10 DN 250 L= 2,90m;un
XIII.PEC 99;CURVA 90° COM PÉ PN 10 DN 200;unid
XIII.PEC 100;CURVA 90° COM PÉ PN 10 DN 250;unid
XIII.PEC 101;FLANGE CEGO PN 10 DN 250;unid
XIII.PEC 109;TUBO COM FLANGE E PONTA L=5,00m PN 10 DN 250;unid
XIII.PEC 115;TUBO COM FLANGES L= 2,20 m  PN 10 DN 200;unid
XIII.PEC 116;TUBO COM FLANGES L= 5,00 m  PN 10 DN 200;unid
XIII.PEC 118;TUBO COM FLANGES L=2,25m PN 10 DN 200;unid
XIII.;;
XIII.3;FORNECIMENTO DE EQUIPAMENTOS;
XIII.3.1;Conjunto elevatório de eixo horizontal com capacidade para recalcar isoladamente a vazão de 2,301 l/s contra a altura manométrica de 37,97 m.c.a, rotação de 3450 r.p.m.    ;un
XIII.3.2;Conjunto elevatório de eixo horizontal com capacidade para recalcar isoladamente a vazão de 32,882 l/s contra a altura manométrica de 100,58 m.c.a, rotação de 3500 r.p.m.    ;un
XIII.3.3;Bomba submersível para drenagem da sala de bombas com potência de 0,5cv, inclusive acessórios;un
XIII.3.4;"Manômetro rosca externa DN 1"" Escala 0-150 m.c.a";un
XIII.3.5;"Manômetro rosca externa DN 1"" Escala 0-250 m.c.a";un
XIII.3.6;Medidor de vazão eletromagnético PN 10 DN 80;un
XIII.3.7;Medidor de vazão eletromagnético PN 16 DN 200;un
XIII.3.8;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 50;un
XIII.3.9;Registro de gaveta corpo curto com flanges e cabeçote PN 16 DN 75;un
XIII.3.10;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 80;un
XIII.3.11;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 100;un
XIII.3.12;Registro de gaveta corpo curto com flanges e cabeçote PN 16 DN 100;un
XIII.3.13;Registro de gaveta corpo curto com flanges e volante PN 10 DN 80;un
XIII.3.14;Registro de gaveta corpo curto com flanges e volante PN 10 DN 100;un
XIII.3.15;Registro de gaveta corpo curto com flanges e volante PN 16 DN 200;un
XIII.3.16;Registro de gaveta corpo curto com flanges e volante PN 10 DN 250;un
XIII.3.17;Válvula de alívio com flanges PN 16 DN 75;un
XIII.3.18;Válvula de retenção portinhola dupla PN 10 DN 80;un
XIII.3.19;Válvula de retenção portinhola dupla PN 16 DN 200;un
XIII.3.20;Válvula controladora de bomba PN 10 DN 80;un
XIII.3.21;Válvula controladora de bomba PN 16 DN 200;un
XIII.3.22;Ventosa tríplice função PN 10 DN 50;un
XIII.3.23;Ventosa tríplice função PN 16 DN 100;un
XIII.3.24;Válvula de retenção portinhola dupla PN 10 DN 200;un
XIII.3.25;Medidor de vazão eletromagnético PN 10 DN 100;un
XIII.3.26;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 200;un
XIII.3.27;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 150;un
XIII.3.28;Registro de gaveta corpo curto com flanges e volante PN 10 DN 200;un
XIII.3.29;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 250;un
XIII.PEC 163;Bomba com vazão de 36,95 L/s - HM (m) 125,47 - Para Estação Elevatória de Água Tratada de Boqueirão -  (necessário 1 bomba mais uma reserva) ;Unid
XIII.PEC 168;Conjunto motor-bomba com capacidade de recalcar a vazão de 35,19l/s a uma altura manométrica de 147,45mca;un
XIII.;;
XIV.XIV;Estação de Bombeamento - EB2;
XIV.;;
XIV.1;OBRAS CIVIS ;
XIV.1.1;Serviços Preliminares;
XIV.1.1.1;Limpeza e raspagem do terreno;m²
XIV.1.1.2;Locação da obra;m²
XIV.1.1.3;Desapropriação;vb
XIV.1.1.4;Placa indicativa da obra;m²
XIV.1.2;Movimento de Terra;
XIV.1.2.1;Escavação mecânica em terra até 2,00 m;m³
XIV.1.2.2;Escavação mecânica em piçarro até 2,00 m;m³
XIV.1.2.3;Escavação mecânica em rocha branda até 2,00 m;m³
XIV.1.2.4;Escavação em rocha dura até 2,00 m;m³
XIV.1.2.5;Reaterro compactado manualmente com aproveitamento do material;m³
XIV.1.2.6;Bota fora de terra, piçarro ou rocha branda, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XIV.1.2.7;Bota fora de rocha dura fragmentada, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XIV.1.3;Fundações e Estruturas;
XIV.1.3.1;Concreto magro;m³
XIV.1.3.2;Concreto armado (Reservatório) fck= 25 MPa, inclusive preparo e lançamento;m³
XIV.1.3.3;Concreto armado fck= 25 MPa, inclusive preparo e lançamento;m³
XIV.1.3.4;Concreto simples ;m³
XIV.1.3.5;Colchão de brita;m³
XIV.1.3.6;Colchão de areia;m³
XIV.1.4;Fechamento;
XIV.1.4.1;Alvenaria de tijolos cerâmicos de 1/2 vez;m²
XIV.1.4.2;Elementos vazados de concreto;m²
XIV.1.4.3;Coberta de telhas de fibrocimento ondulada inc. madeiramento;m²
XIV.1.4.4;Esquadria de madeira inclusive assentamento e ferragens;m²
XIV.1.4.5;Porta em ferro inclusive assentamento e ferragens;m²
XIV.1.5;Revestimento e Tratamento de Superfícies;
XIV.1.5.1;Chapisco de aderência;m²
XIV.1.5.2;Massa única;m²
XIV.1.5.3;Impermeabilização ;m²
XIV.1.5.4;Azulejo branco, inclusive emboço;m²
XIV.1.5.5;Piso cerâmico comum;m²
XIV.1.5.6;Piso antiderrapante;m²
XIV.1.5.7;Lastro de impermeabilização - 8,0 cm;m²
XIV.1.5.8;Pintura PVA interna;m²
XIV.1.5.9;Pintura PVA externa;m²
XIV.1.5.10;Pintura a óleo nas esquadrias;m²
XIV.1.5.11;Pintura a óleo em esquadrias de ferro;m²
XIV.1.5.12;Pintura anticorrosiva;m²
XIV.1.6;Instalações Hidro-sanitárias;
XIV.1.6.1;Ponto de água;pt
XIV.1.6.2;Ponto de esgoto;pt
XIV.1.6.3;Fornecimento e instalação de chuveiro plástico;un
XIV.1.6.4;Lavatório de louça branca, sem coluna, com torneira e acessórios;un
XIV.1.6.5;Bacia de louça branca com caixa acoplada;un
XIV.1.6.6;"Torneira comum de jardim 1/2""";un
XIV.1.7;Urbanização;
XIV.1.7.1;Cerca de contorno modelo CAGEPA;m
XIV.1.7.2;Portão de ferro modelo CAGEPA;m²
XIV.1.7.3;Calçada de proteção;m²
XIV.1.7.4;Meio-fio granítico;m
XIV.1.8;Diversos;
XIV.1.8.1;Logotipo e letreiro padrão CAGEPA;un
XIV.1.8.2;Montagem de equipamentos hidromecânicos;vb
XIV.1.8.3;Escada de ferro ;m
XIV.1.8.4;"Guarda corpo em ferro galvanizado de 1 1/2""";m2
XIV.1.8.5;"Aquisição e instalação de talha e trolley manual, com viga ""I"" com capacidade para 1 tonelada";vb
XIV.1.8.6;"Tampa de inspeção e proteção em chapa de aço 1/4"", inclusive fixação";m²
XIV.1.8.7;Fossa séptica com sumidouro p/ 05 pessoas;un
XIV.1.8.8;Fornecimento e colocação de caixa d'água de fibrocimento com tampa para 500 litros, inclusive instalação;un
XIV.1.8.9;Esgotamento (1HP);H
XIV.1.8.10;Fornecimento e instalação de tubulação tipo manilha para drenagem;vb
XIV.1.8.11;Fornecimento e instalação de bidim;m²
XIV.;;
XIV.2;SISTEMA DE SUPRIMENTO ELÉTRICO;
XIV.2.1;Estrutura de Chegada;
XIV.2.1.1;"Poste duplo ""T""-B400/11, em concreto armado";un
XIV.2.1.2;Cruzeta em concreto, para rede de 13,8 kV, padrão SAELPA;un
XIV.2.1.3;Parafuso galvanizado M16x400, rosca total;un
XIV.2.1.4;Parafuso galvanizado M16x350, rosca total;un
XIV.2.1.5;Isolador de disco, classe 15 kV;un
XIV.2.1.6;Isolador de pino, classe 15 kV;un
XIV.2.1.7;Alça preformada para cabo 1/0 AWG (CAA);un
XIV.2.1.8;Laço preformado para cabo 1/0 AWG (CAA);un
XIV.2.1.9;Arruela galvanizada, quadrada para parafuso M16;un
XIV.2.1.10;Porca galvanizada para parafuso M16;un
XIV.2.1.11;Porca olhal;un
XIV.2.1.12;Gancho de suspensão;un
XIV.2.1.13;Conector split-bolt para cabo 1/0 AWG (CAA);un
XIV.2.2;Subestação 112,5 kVA;
XIV.2.2.1;Poste duplo T-400/11 em concreto;un
XIV.2.2.2;Cruzeta de concreto armado 1,90 m, normal;un
XIV.2.2.3;Pára-raio tipo válvula para sistema de distribuição 15 kV-10kA;un
XIV.2.2.4;Chave fusível indicadora, unipolar, 15 kV, 100 A;un
XIV.2.2.5;Elo fusível 6K;un
XIV.2.2.6;Arruela quadrada galvanizada de 50x3 mm c/furo D=18mm;un
XIV.2.2.7;Arruela quadrada galvanizada de 32x3 mm c/furo D=18mm;un
XIV.2.2.8;Porca quadrada p/parafuso galvanizado, M16x2;un
XIV.2.2.9;Cabo de alumínio CAA 1/0 AWG;m
XIV.2.2.10;Transformador trifásico de distribuição aérea, classe 15 kV, potência de  112,5kVA, 13/8 kV / 380 V;un
XIV.2.2.11;Gancho olhal;un
XIV.2.2.12;Manilha sapatilha p/alça preformada;un
XIV.2.2.13;Olhal para parafuso M16;un
XIV.2.2.14;Parafuso galvanizado M16 x 350 mm com 220 mm de rosca;un
XIV.2.2.15;Parafuso galvanizado M16 x 400 mm com 220 mm de rosca;un
XIV.2.2.16;Alça preformada de distribuição para cabo 1/0 AWG CAA;un
XIV.2.2.17;Isolador de suspensão de vidro, 15 kV;un
XIV.2.2.18;Isolador de pino, classe 15 kV;un
XIV.2.2.19;Cabo de aço cobreado, 7 x 10 AWG;Kg
XIV.2.2.20;Conector paralelo de bronze estanhado para cabo 7 x 10 AWG;un
XIV.2.2.21;Painel metálico, uso do tempo, para medição em B.T., fabricado no padrão Concessionária;un
XIV.2.2.22;"Eletroduto de aço Ø 3"" x 3,0 m";un
XIV.2.2.23;"Curva PVC Ø 3""";un
XIV.2.2.24;"Luva PVC Ø 3""";un
XIV.2.2.25;"Bucha e arruela em duralumínio, Ø 3""";un
XIV.2.3;Proteção Geral em Baixa Tensão - 380V;
XIV.2.3.1;Painel de proteção dos circuitos do alimentador tronco (secundário do transformador), tipo metálico, auto-portante, tensão de 0,6kV, modulado, composto de: um seccionador tripolar de 400A com fusíveis de 300A, um disjuntor geral de proteção, tipo termomagnético - 160A - 10kA com relés de sobrecarga ajustáveis para 160-200A, um disjuntor tripolar, 60A-10kA, três TC's 300/5, um multimedidor de grandezas elétricas com saída RS 485, cabeação, conectores, etc., tudo conforme diagrama unifilar e construído em estrita obediência ao que prescrevem as normas brasileiras e a NR-10 quanto aos aspectos de segurança física e operacional.;un
XIV.2.4;Acionamento e Proteção dos Motores;
XIV.2.4.1;"Centros de Controle de Motores - CCM-1 composto de: três módulos para comando/controle de motor (um para cada motor) dotados de conjunto de chave de partida para motor de 40CV para acionamento de bomba.  Cada módulo para acionamento do motor deverá ser constituído de: Três Fusíveis tipo Ultra-Rápido 160A, Um Contactor tripolar de 63A dotado de relé de sobrecorrente com ajuste para 50-63A, Chave Estática 70A para acionamento de motor de 40CV - 380V com respectivos fusíveis de proteção tipo ultra-rápido, dotada de IHM digital; Relé eletrônico multi-função (46, 48, 49, 49S, 50, 51, 51G ), três conjuntos de capacitores trifásico de B.T. de 5kVAr com fusíveis de proteção de 16A e contactor de comando (In=19A).    ";un
XIV.;"O CCM deverá ser do tipo metálico, pintuta à base de pó de epoxi, auto-portante, modulado, para instalação abrigada. As chaves de partida tipo ""soft-start"" deverão ser dotadas de filtro de proteção de harmônicos, IHM digital, horímetro e demais componentes complementares de comando e sinalização, tipo: relés auxiliares, contactores auxiliares, sinalizadores de painel, botão de comando LIGA/DESLIGA, botão de parada de emergência, chave de mudança ON/OFF, chave MANUAL-AUTOMÁTICO, etc. O CCM deverá ser dotado de CLP para integrar o circuito de comando/controle dos motores das bombas, da válvula controladora de bomba e dos sensores de nível. O CCM deverá estar conforme diagrama unifilar e ser construído em estrita obediência ao que prescrevem as normas brasileiras e a NR-10 quanto aos aspectos de segurança física e operacional.    ";
XIV.;O CLP deverá ser compatível com as funções de: reconhecimento dos sinais de partida/parada dos motores, escalonamento da partida dos motores, prover o rodízio de entrada em operação dos motores, contagem de horas de operação de cada conjunto moto-bomba, e emissão de sinais de alarme nas situações de anormalidades do sistema. O CLP deverá ser provido de saída que possibilite comunicação de dados com o futuro CENTRO DE OPERAÇÃO INTEGRADA DO SISTEMA.  Para tanto o CLP deverá ser desenvolvido com protocolo de comunicação de arquitetura aberta.  ;un
XIV.2.5;Cabos;
XIV.2.5.1;ALIMENTAÇÃO GERAL E DOS CCM's;
XIV.2.5.1.1;Cabo de cobre, unipolar, isolado XLPE, 70 mm², classe 1kV, flexível;m
XIV.2.5.1.2;Cabo de cobre, unipolar, isolado XLPE, 35 mm², classe 1kV, flexível;m
XIV.2.5.1.3;Terminal de compressão, p/cabo 50mm²;un
XIV.2.5.1.4;Terminal de compressão, p/cabo 35mm²;un
XIV.2.5.2;ALIMENTAÇÃO DOS MOTORES;
XIV.2.5.2.1;Cabo de cobre, tripolar, isolado XLPE, 1#3x16mm², classe 1kV, flexível;m
XIV.2.5.2.2;Terminal de pressão em bronze p/cabo de 16mm²;un
XIV.2.5.2.3;"Box reto p/eletroduto flexível, Ø 1""";m
XIV.2.5.2.4;"Eletroduto flexível, tipo ""sealtube"", Ø 1""x 1,0 m";un
XIV.2.5.3;ALIMENTAÇÃO DAS VÁLVULAS;
XIV.2.5.3.1;"Eletroduto PVC rígido, Ø 1/2"" x 3,0 m";un
XIV.2.5.3.2;"Curva PVC Ø 1/2""";m
XIV.2.5.3.3;"Luva PVC Ø 1/2""";un
XIV.2.5.3.4;"Eletroduto flexível SEALTUBE, Ø 1/2"" x 1,0 m";
XIV.2.5.3.5;Cabo de controle de cobre isolado, 4x1,5 mm², 750 V;un
XIV.2.5.3.6;"Box reto Ø 1/2""";un
XIV.2.5.3.7;Caixa de passagem em alumíno fundido 30x30x12 cm;un
XIV.2.6;Serviços Auxiliares;
XIV.;ALIMENTAÇÃO E EQUIPAMENTOS P/ILUMINAÇÃO;
XIV.2.6.1;CIRCUITO ILUMINAÇÃO INTERNA;
XIV.2.6.1.1;Cabo de cobre isolado, 1000V, 4mm² antichama;m
XIV.2.6.1.2;Cabo de cobre isolado, 1000V, 2,5 mm² antichama;m
XIV.2.6.1.3;"Eletroduto PVC rígido, Ø 3/4"" x 3,0 m";un
XIV.2.6.1.4;"Luva PVC, Ø 3/4""";un
XIV.2.6.1.5;Luminária industrial circular com alojamento. Corpo repuxado em alumínio. Com lente de vidro plano temperado. Porta-lâmpada de porcelana rosca E-27. Alojamento fundido em liga de alumínio apropriado para embutir os equipamentos auxiliares. Acabamento interno pintura branca e externa na cor cinza. Com suspensão em aço zincado para fixar à rede de eletrocalhas, completa com lâmpada tipo multi vapor metálico de 70W, reator, ignitor, etc., ref. mod. ALMEC 3064VCR, ou similar;un
XIV.2.6.1.6;Luminária tipo sobrepor, aberta, com aletas e espelho refletor, para 2x32W, fluorescente, Philips, ou similar, completa com lâmpada, reator eletrônico de alto fator de potência e demais acessórios.;un
XIV.2.6.1.7;Luminária tipo sobrepor, aberta, com aletas e espelho refletor, para 1x32W, fluorescente, Philips, ou similar, completa com lâmpada, reator eletrônico de alto fator de potência e demais acessórios.;un
XIV.2.6.1.8;Luminária tipo EMERGÊNCIA, com auto-alimentação, dotada de baterias recarregáveis e com lâmpadas de descarga do tipo econômica, 2x8W, autonomia mínima de 5 horas, para ser ligada a circuito monofásico de 220V-60Hz. ;un
XIV.2.6.1.9;Unidade combinada de Plug e Tomada blindada, com um elemento 3P+T - 380V-16A , montada em caixa de material termo-plástico ;un
XIV.2.6.1.10;Unidade combinada de Plug e Tomada blindada, com um elemento 2P+T - 380V-16A , montada em caixa de material termo-plástico ;un
XIV.2.6.1.11;Interruptor simples, de sobrepor, 10 A, PIAL ou similar;un
XIV.2.6.1.12;Quadro de Serviços Auxiliares composto de:;un
XIV.2.6.1.12.1;Disj 3P 63A/5kA, C60;un
XIV.2.6.1.12.2;Seguranças tipo DIAZED com fusíveis 4A;un
XIV.2.6.1.12.3;Chave Comutadora de Voltímetro;un
XIV.2.6.1.12.4;Voltimetro FM 86mm, 0-500V;un
XIV.2.6.1.12.5;Disj 3P 30A/5kA, C60;un
XIV.2.6.1.12.6;Disj 3P 15A/5kA, C60;un
XIV.2.6.1.12.7;Disj 1P 20A/5kA, C60;un
XIV.2.6.1.12.8;Disj 1P 10A/5kA, C60;un
XIV.2.6.1.12.9;Barramento (3F,N,T)/Isoladores;un
XIV.2.6.1.12.10;Cabos e acessorios;un
XIV.2.6.1.12.11;CX P/20 modulos;un
XIV.2.6.1.12.12;"Caixa de passagem 4"" x 2"" em PVC";un
XIV.2.6.1.12.13;"Caixa de passagem 3"" x 3"" em PVC";un
XIV.2.6.1.12.14;"Bucha e arruela em duralumínio, Ø 3/4""";un
XIV.2.6.2;CIRCUITO - ILUMINAÇÃO EXTERNA;
XIV.2.6.2.1;Poste de concreto DT 8/100 com engastamento direto no solo de 1,40m;un
XIV.2.6.2.2;"Fornecimento de conjunto com luminária fechada p/lampada V.S. - 100W com difusor em policarbonato, soquete E-27, suporte em alumínio fundido Ref. ALMEC ou similar. O conjunto de luminária deverá ser fornecido completo com lâmpada V.S.- 100W, reator/ignitor (acoplado), braço reto 3/4""x 1,50m com parafuso para fixação em poste de concreto.";un
XIV.2.6.2.3;Relé foto-elétrico 220V-60Hz-1000W;un
XIV.2.6.2.4;Eletroduto rígido, PVC, diâmetro nominal 32mm, com uma luva, em barras de 3 m, dotado de bucha.;un
XIV.2.6.2.5;Cabo de cobre isolado, 1000V, 4mm² antichama;m
XIV.2.6.2.6;Cabo de cobre isolado, 1000V, 2,5 mm² antichama;m
XIV.2.6.2.7;Cabo de cobre nu, seção de 10mm², têmpera meio dura;un
XIV.2.6.2.8;Caixa de passagem subterrânea com dimensões internas 0,40x040, altura de 0,60 sobre camada de brita com 0,10m de espessura, parede em alvenaria e laje de tampa em concreto armado, inclusive escavação, remoção e reaterro;un
XIV.2.7;Sistema de Proteção contra Descargas Atmosféricas - SPDA;
XIV.2.7.1;Cabo de cobre nú, têmpera mole, seção nominal 50mm2, encordoamento classe 2 conforme normas ABNT NBR-5111.;un
XIV.2.7.2;Cabo de cobre nu, seção de 35mm², têmpera meio dura;un
XIV.2.7.3;"Haste de aterramento, de aço carbono revestido em cobre eletrolítico DN=5/8""x 2,40m de comprimento, com conector.";un
XIV.2.7.4;Materiais complementares compostos de : cantoneiras de suporte, porcas, parafusos, arruelas, abraçadeiras, etc.;un
XIV.2.8;Sistema de Aterramento da Subestação;
XIV.2.8.1;Cabo de cobre nu, seção de 50mm², têmpera meio dura;m
XIV.2.8.2;Cabo de cobre nu, seção de 35mm², têmpera meio dura;un
XIV.2.8.3;"Haste de aterramento em aço cobreado, 5/8""x2.400mm";un
XIV.2.8.4;"Eletroduto PVC rígido, Ø 1/2"" x 3,0 m";un
XIV.2.8.5;Caixa de inspeção em alvenaria 30x30x60cm;un
XIV.2.8.6;Cartuchos e moldes para solda exotérmica;un
XIV.2.09;Montagem dos Materiais e Equipamentos;un
XIV.;;
XIV.3;FORNECIMENTO DE MATERIAIS HIDRÁULICOS;
XIV.3.1;"Colar de tomada FºFº DN 200 x 1""";un
XIV.3.2;Curva 90º ponta e bolsa PVC PBA cl.12 DN 50;un
XIV.3.3;Curva 45º com bolsas FºFº DN 200;un
XIV.3.4;Curva 90º com bolsas FºFº DN 250;un
XIV.3.5;Curva 45º com flanges FºFº PN 16 DN 200;un
XIV.3.6;Curva 90º com flanges FºFº PN 10 DN 80;un
XIV.3.7;Curva 90º com flanges FºFº PN 10 DN 200;un
XIV.3.8;Curva 90º com flanges FºFº PN 16 DN 200;un
XIV.3.9;Curva 90º com flanges FºFº PN 10 DN 250;un
XIV.3.10;Curva 90º com flanges FºFº PN 10 DN 300;un
XIV.3.11;Extremidade com ponta flange FºFº PN 10 DN 200;un
XIV.3.12;Extremidade com flange e ponta FºFº PN 16 DN 200;un
XIV.3.13;Extremidade com flange e ponta FºFº PN 10 DN 250;un
XIV.3.14;Extremidade com flange e ponta e aba de vedação FºFº PN 10 DN 300 L=0,70m;un
XIV.3.15;Extremidade com flange e ponta e aba de vedação em aço PN 10 DN 100 L=0,70m;un
XIV.3.16;Flange cego FºFº PN 16 DN 200;un
XIV.3.17;Junção com flanges FºFº PN 16 DN 200x200;un
XIV.3.18;Junta Gibault DN 200;un
XIV.3.19;Junta Gibault DN 250;un
XIV.3.20;Redução concêntrica com flanges em aço PN 16 DN 200x65;un
XIV.3.21;Redução excêntrica com flanges em aço PN 10 DN 250x80;un
XIV.3.22;Toco com flanges FºFº PN 16 DN 200 L= 0,25m;un
XIV.3.23;Toco com flanges e aba de vedação FºFº PN 10 DN 250;un
XIV.3.24;Tê com flanges FºFº PN 16 DN 200x80;un
XIV.3.25;Tubo ponta bolsa PVC PBA cl.12 DN 50;m
XIV.3.26;Tubo com flanges FºFº PN 16 DN 200 L= 0,85m;un
XIV.3.27;Tubo com flanges FºFº PN 16 DN 200 L= 1,50m;un
XIV.3.28;Tubo com flanges FºFº PN 16 DN 200 L= 1,55m;un
XIV.3.29;Tubo com flanges FºFº PN 16 DN 200 L= 2,00m;un
XIV.3.30;Tubo ponta flange FºFº PN 16 DN 200 L= 0,60m;un
XIV.3.31;Tubo com flanges FºFº PN 10 DN 250 L= 1,35m;un
XIV.3.32;Tubo ponta flange FºFº PN 10 DN 250 L= 2,60m;un
XIV.3.33;Tubo ponta flange FºFº PN 10 DN 300 L= 2,60m;un
XIV.3.34;Arruelas de borracha para flanges PN 10 DN 80;un
XIV.3.35;Arruelas de borracha para flanges PN 10 DN 100;un
XIV.3.36;Arruelas de borracha para flanges PN 10 DN 200;un
XIV.3.37;Arruelas de borracha para flanges PN 10 DN 250;un
XIV.3.38;Arruelas de borracha para flanges PN 10 DN 300;un
XIV.3.39;Arruelas de amianto para flanges PN 16 DN 65;un
XIV.3.40;Arruelas de amianto para flanges PN 16 DN 80;un
XIV.3.41;Arruelas de amianto para flanges PN 16 DN 200;un
XIV.3.42;Parafusos para flanges PN 10 d=16mm, L=80mm;un
XIV.3.43;Parafusos para flanges PN 10 d=20mm, L=90mm;un
XIV.3.44;Parafusos para flanges PN 16 d=16mm, L=80mm;un
XIV.3.45;Parafusos para flanges PN 16 d=20mm, L=90mm;un
XIV.;;
XIV.4;FORNECIMENTO DE EQUIPAMENTOS;
XIV.4.1;Conjunto elevatório de eixo horizontal com capacidade para recalcar isoladamente a vazão de 13,05 l/s contra a altura manométrica de 126,45 m.c.a, rotação de 3500 r.p.m.    ;un
XIV.4.2;Bomba submersível para drenagem da sala de bombas com potência de 0,5cv, inclusive acessórios;un
XIV.4.3;Medidor de vazão eletromagnético PN 16 DN 200;un
XIV.4.4;"Manômetro rosca externa DN 1"" Escala 0-250 m.c.a";un
XIV.4.5;Registro de gaveta corpo curto com flanges e cabeçote PN 16 DN 80;un
XIV.4.6;Registro de gaveta corpo curto com flanges e cabeçote PN 10 DN 100;un
XIV.4.7;Registro de gaveta corpo curto com flanges e volante PN 16 DN 200;un
XIV.4.8;Registro de gaveta corpo curto com flanges e volante PN 10 DN 250;un
XIV.4.9;Válvula de retenção portinhola dupla PN 16 DN 200;un
XIV.4.10;Válvula controladora de bomba PN 16 DN 200;un
XIV.4.11;Ventosa tríplice função PN 16 DN 80;un
XIV.PEC 169;Conjunto motor-bomba com capacidade de recalcar a vazão de 26,10l/s a uma altura manométrica de 135,31mca;un
XIV.;;
XV.XV;Centro de Produção (EB de Flutuante, ETA, Casa de Química, EB1 e Lagoas de Lodo);
XV.;;
XV.1;OBRAS CIVIS ;
XV.1.1;Serviços Preliminares;
XV.1.1.1;Limpeza e raspagem do terreno;m²
XV.1.1.2;Placa indicativa da obra;m²
XV.1.2;Movimento de Terra;
XV.1.2.1;Escavação mecânica em terra até 2,00 m;m³
XV.1.2.2;Escavação mecânica em piçarro até 2,00 m;m³
XV.1.2.3;Escavação mecânica em rocha branda até 2,00 m;m³
XV.1.2.4;Escavação em rocha dura até 2,00 m;m³
XV.1.2.5;Reaterro compactado manualmente com aproveitamento do material;m³
XV.1.2.6;Aterro compactado com 95% proctor normal com aproveitamento do material;m³
XV.1.2.7;Aterro compactado com 95% proctor normal com empréstimo do material;m³
XV.1.2.8;Bota fora de terra, piçarro ou rocha branda, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XV.1.2.9;Bota fora de rocha dura fragmentada, com carga mecânica, DMT=1km, inclusive limpeza mecanizada;m³
XV.1.3;Fundações e Estruturas;
XV.1.3.1;Concreto armado fck= 25 MPa, inclusive preparo e lançamento;m³
XV.1.3.2;Concreto simples (canaletas);m³
XV.1.6;Pavimentação;
XV.1.6.1;Assentamento de paralalepipedo sobre colchão de areia;m²
XV.1.6.2;Meio-fio granítico;m
XV.1.7;Urbanização;
XV.1.7.1;Cerca de contorno modelo CAGEPA;m
XV.1.7.2;Portão de ferro modelo CAGEPA;m²
XV.1.8;Diversos;
XV.1.8.1;Montagem de equipamentos hidromecânicos;un
XV.;;
XV.2;SISTEMA DE SUPRIMENTO ELÉTRICO;
XV.2.1;EB1 / ETA / LAGOAS DE LODO;
XV.2.1.1;Estrutura de Chegada;
XV.2.1.1.1;"Poste duplo ""T""-B400/11, em concreto armado";un
XV.2.1.1.2;Cruzeta em concreto, para rede de 13,8 kV, padrão SAELPA;un
XV.2.1.1.3;Parafuso galvanizado M16x400, rosca total;un
XV.2.1.1.4;Parafuso galvanizado M16x350, rosca total;un
XV.2.1.1.5;Isolador de disco, classe 15 kV;un
XV.2.1.1.6;Isolador de pino, classe 15 kV;un
XV.2.1.1.7;Alça preformada para cabo 1/0 AWG (CAA);un
XV.2.1.1.8;Laço preformado para cabo 1/0 AWG (CAA);un
XV.2.1.1.9;Arruela galvanizada, quadrada para parafuso M16;un
XV.2.1.1.10;Porca galvanizada para parafuso M16;un
XV.2.1.1.11;Porca olhal;un
XV.2.1.1.12;Gancho de suspensão;un
XV.2.1.1.13;Conector split-bolt para cabo 1/0 AWG (CAA);un
XV.2.1.2;Subestação 150 kVA;
XV.2.1.2.1;Poste duplo T-400/11 em concreto;un
